-21.895192261 64.1352940046 

-21.7111987976 63.9952805283 

-20.7580785836 63.281932987 

-18.620598117 61.7027251597 

-15.4009393328 59.3487571776 

-11.8392886495 56.7828444326 

-8.89193789591 54.7351720916 

-7.10971328461 53.6278030602 

-6.39254870594 53.3332066883 

-6.26750486128 53.3440954058 

-6.33951134836 53.1735514907 

-6.58028555433 52.0772278418 

-6.99334342089 49.4571703008 

-7.54491302381 45.6953364316 

-8.12956516495 42.0907305486 

-8.63710353889 39.7790565838 

-9.00160132514 38.8622041652 

-9.13548991766 38.7072061695 

-8.84596582299 38.8241963916 

-7.36716510787 39.3120305019 

-5.13946716076 40.0010830144 

-3.86921585025 40.3765278241 

-3.70329943987 40.4167011744 

-3.51706117762 40.505413575 

-2.21226120626 41.0672030431 

-0.0607803242435 41.9542998491 

1.27828771992 42.452471122 

1.52179168304 42.5075015836 

1.43161722863 42.6271586401 

1.22010661416 43.5176321297 

0.93042126852 45.6185273436 

0.571157797248 48.3045069575 

0.222182196674 50.3725689565 

-0.0315290727919 51.3100164769 

-0.126192593105 51.5001901239 

0.105489444905 51.2406333918 

1.16302652365 50.1148581416 

2.16987820087 49.0512631106 

2.35099750691 48.8567032336 

2.43666485194 48.7898725392 

3.27195266051 48.0521134789 

5.0519561117 46.4162621701 

6.70476014924 44.7810248234 

7.36758379915 43.9286791749 

7.41890269333 43.7325120026 

7.5699355315 44.059833995 

8.37590663108 45.5245353672 

9.26022220405 46.8982842562 

9.52148260674 47.1410946256 

9.07441425294 47.0983575109 

7.78471793268 47.0179246736 

7.44810266056 46.9480124178 

7.2231173295 47.4816833217 

6.34980024815 49.1802385447 

6.12960162806 49.6099936233 

6.00963380079 49.6808947989 

5.27456363228 50.2328435637 

4.52376635185 50.7622744648 

4.36760530664 50.8371013747 

4.43861370297 50.9570706543 

4.67027876122 51.6068293568 

4.86944525334 52.2559678297 

4.89100203386 52.373799297 

5.02346958906 52.4963092306 

6.00675800561 53.6205284562 

8.03948133487 56.0974073124 

9.90139111543 58.5171564055 

10.6591769615 59.6905708524 

10.7387002135 59.9137896872 

10.8074571786 59.6823585056 

11.2683856058 58.5756166542 

12.0242287075 56.8676992775 

12.4920675728 55.8321925208 

12.5680985805 55.6763014352 

12.587715834 55.5739050091 

12.8082725227 54.7504723997 

13.1884930078 53.38227668 

13.3967253369 52.6072738939 

13.4115017724 52.5234973091 

13.4971519227 52.3359291015 

13.9409243807 51.3069292285 

14.3667071803 50.2689644276 

14.4205027915 50.0878010503 

14.5900477915 49.9549676216 

15.4841055581 49.1342090542 

16.2975143588 48.3378254269 

16.3728097313 48.2092018664 

16.7656989853 48.2099752828 

17.1546949608 48.2115980595 

17.434424326 48.0904358503 

18.6474172116 47.635012236 

19.0407864708 47.4984028785 

18.8445480311 47.4682537155 

18.0198508259 47.0757575663 

16.7515590931 46.3481074588 

16.0389484162 45.8920780927 

15.9784947097 45.815002635 

15.7148641101 45.86179836 

14.7842581577 46.0016725854 

14.5060061831 46.0513972391 

14.4891351368 45.9607293795 

14.0224703608 45.4043170819 

13.1243473739 44.4820316267 

12.5535004916 43.9762619541 

12.457802455 43.942396147 

12.4781278652 43.7626939205 

12.5013686337 42.8818328575 

12.4988986673 42.0339108002 

12.4823025512 41.8954987867 

12.5809057789 41.6736478314 

13.1514238644 40.1163237428 

14.0088674255 37.6375312665 

14.4679529998 36.1739857612 

14.5189011062 35.9042106743 

14.6215254196 36.1068842692 

15.4065377281 37.0656704533 

17.1285280919 38.881913152 

18.8696956073 40.5994713884 

19.6874561836 41.2922423852 

19.8171950397 41.3317046242 

19.6983176806 41.5498676044 

19.3447536483 42.2771238094 

19.2594988984 42.4602011366 

19.1213719011 42.6968973783 

18.5972298481 43.593524881 

18.4214080949 43.8607937559 

18.6047778101 43.8807291485 

19.4583824048 44.2422906534 

20.3166435506 44.6812709396 

20.4780976225 44.8047923735 

20.5351852804 44.5695000395 

20.9748607979 43.4182448865 

21.3970643269 42.2447850886 

21.4361037592 42.0024074348 

21.6065950322 42.0964053642 

22.3991383891 42.374513487 

23.1597975914 42.6306096824 

23.3237944247 42.7104929243 

23.2834961892 42.4701235082 

23.356858003 41.122089786 

23.5991153863 39.1806425196 

23.7233167904 38.1398953555 

23.7166030936 37.9792041591 

23.8428840767 37.9964656322 

24.7092147004 37.8423122042 

26.7848076127 37.2913246642 

29.5510758628 36.4746855783 

31.8038227163 35.7456337153 

32.8860145589 35.3193376933 

33.0999901055 35.2000079291 

32.9196728842 35.3952159962 

32.1127752128 36.4603082249 

30.5004308322 38.7504421232 

28.5130827725 41.5830807757 

26.9756382472 43.6492973387 

26.2556273151 44.3977699488 

26.0979091742 44.4479039198 

26.3490848664 44.6531637981 

27.4948310092 45.7294691603 

28.629995577 46.8157752397 

28.8496954945 47.0166973834 

28.8750513391 47.112524442 

29.2940630926 47.9558618011 

30.0482875014 49.4113931576 

30.4898435486 50.305382694 

30.5367018879 50.4421984558 

30.6749420216 50.5177089987 

31.6782547049 51.249067127 

33.8453574885 52.9107995448 

36.1232501155 54.6646452282 

37.3595030294 55.5860422976 

37.6175878889 55.7557939029 

37.3418852711 55.66502362 

35.8629823018 55.3538351831 

32.7431095497 54.831668673 

29.4084663848 54.3029159629 

27.7797055876 54.0225445046 

27.5766002864 53.967802738 

27.4165211552 54.0304636315 

26.4606060989 54.3138455631 

25.4721593036 54.611939052 

25.2799029502 54.6895957911 

25.1800577786 54.5809582223 

24.2112319291 54.0013044397 

